	0
5817	Ordføreren.
5818	Man kunne jo sagtens lægge uddannelse af værnepligtige på Færøerne også. Det er der jo ikke noget til hinder for, bortset fra at det måske vil koste noget ekstra.
5819	Så de behøver ikke blive uddannet i de danske skove, hvis det skulle være så specielt ubehageligt.
5820	Der er jo ikke noget militært aggressivt over at gøre tjeneste i forsvaret.
5821	Det hedder nemlig ikke militæret, men forsvaret, fordi det er det, forsvaret skal.
5822	Og Færøerne nyder jo lige så meget gavn af den fred, som bliver opretholdt, bl.a. ved at vi har væbnede styrker.
5823	Så jeg kan fortsat simpelt hen overhovedet ikke forstå, hvorfor færingerne skal være gratister i den her omgang, mens alle andre skal  yde en indsats.
5824	Jeg synes, det ville være mere værdigt og mere ligestillet, hvis alle beboere i kongeriget havde den samme forpligtelse over for forsvaret. 
5825	Tak til ordføreren.
5826	Der er ikke flere korte bemærkninger.
5827	Da der ikke er flere, der har bedt om ordet, er forhandlingerne sluttet.
5828	Jeg foreslår, at forslaget til folketingsbeslutning henvises til Forsvarsudvalget.
5829	Hvis ingen gør indsigelse, betragter jeg det som vedtaget.
5830	Det er vedtaget.
5831	Forhandlingen er åbnet, og vi lægger ud med skatteministeren.
5832	Værsgo.
5833	Tak, formand.
5834	Vi skal her i dag behandle et beslutningsforslag fra Alternativet, der handler om en række skatterabatter, der er relateret til reparation og vedligehold.
5835	Og det er jo så vidt en sympatisk tanke, men realiteten er, at de foreslåede skatterabatter i altovervejende grad vil være en besparelse for borgere, der allerede i dag benytter sig af reparationer.
5836	Beslutningsforslaget er derfor – i hvert fald efter regeringens opfattelse – en dyr og uhensigtsmæssig løsning for at opnå øget forbrug af reparationsydelser.
5837	Konkret foreslår Alternativet at sænke momsen fra 25 pct. til 12 pct. på småreparationer af cykler, lædervarer og tekstiler, inklusive kunstlæder.
5838	Det danske momssystem er kendetegnet ved, at alle varer og ydelser som udgangspunkt er pålagt 25 pct. moms.
5839	Nu er det jo ikke, fordi vi i forvejen har et ukompliceret skattesystem, så før man får et meget mere kompliceret momssystem, skal man tænke sig grundigt om.
5840	Borgerne vil derfor ikke nødvendigvis opleve, at momsnedsættelsen slår fuldt ud igennem på priserne.
5841	Alternativet foreslår endvidere, at der efter svensk forbillede indføres et skattefradrag for reparation og vedligehold af hårde hvidevarer, der udføres i eget hjem.
5842	Og hvad er i øvrigt forskellen på at kunne få repareret sin opvaskemaskine, men ikke sin blender.
5843	Så der er altså nogle problemer med beslutningsforslaget.
5844	Tak til skatteministeren.
5845	Det gav anledning til et enkelt spørgsmål fra forslagsstilleren, nemlig hr. René Gade, Alternativet.
5846	Værsgo.
5847	Tak for kommentarerne.
5848	Nu må vi se, hvor vi lander med det her beslutningsforslag.
5849	Det ser ikke umiddelbart ud til, at der kommer til at være et flertal for det.
5850	Så må vi se, hvad vi kan gøre ved det.
5851	Men jeg kunne godt tænke mig at spørge skatteministeren, hvorvidt man så kunne forestille sig at gøre noget andet for at sikre sig en mere cirkulær brug af de produkter, vi køber.
5852	For det er jo implementerbart.
5853	Ministeren.
5854	Skatteudvalget kan jo gøre, hvad man nu kan samle flertal for.
5855	Om man skal gøre det på det her område, vil jeg lade være op til Skatteudvalget og de andre ordførere, som jo får ordet efter mig.
5856	Så spørger hr. René Gade: Hvad kan man så gøre? Det er jo et godt spørgsmål.
5857	Jeg tror, at noget af det, man kan gøre, skal man ikke gøre gennem skattesystemet via nogle så målrettede skatte- og momsfordele, som der her lægges op til.
5858	Når man i øvrigt gør det i Sverige og ikke i Danmark, hænger det sammen med, at man i Sverige har en noget længere tradition for differentieret moms, end vi har i Danmark.
5859	Så er det uden for mit ressort.
5860	Men det er dog et par bud på, hvad man kunne gøre som alternativ til det her forslag, hvor vi er enige i intentionerne.
5861	Ønskes et spørgsmål mere? Ja, så kom det.
5862	Værsgo til spørgeren.
5863	Jeg har netop lært, at vi skal trykke en anden gang, hvis vi skal spørge igen.
5864	Det er hermed gjort.
5865	Er det ikke sådan, det skal forstås? Og kan ministeren lige prøve at uddybe?
5866	Ministeren.
5867	Det handler jo om – og det er selvfølgelig en økonomisk betragtning – den måde, man regner på, og de forudsætninger, man lægger ned.
5868	Men man kan i hvert fald ikke lave sådan en 1:1-sammenhæng.
5869	Det er jo sådan nogle af de forudsætninger, som bliver lagt ned.
5870	Det kan godt være, at de ikke er entydigt 1:1-rigtige.
5871	Men når man kører dem igennem beregningsmaskinen, kommer det i hvert fald ikke så positivt ud, som Alternativet godt kunne tænke sig.
5872	Det er der selvfølgelig mulighed for fagligt at udfordre, hvis man ønsker det i udvalgsbehandlingen.
5873	Med det siger vi så tak til skatteministeren.
5874	Den første i rækken af ordførere er hr. Jesper Petersen, Socialdemokratiet.
5875	Værsgo.
5876	I dag belaster vi mennesker miljø og natur for meget.
5877	Ikke mindst i den vestlige verden har vi jo et ret stort forbrug af ressourcer.
5878	Det må vi tage alvorligt ud fra et ansvar for vores omgivelser over for kommende generationer.
5879	Så der er ingen tvivl om, at der er et stort potentiale for at mindske vores brug af ressourcer.
5880	Genanvendelse, affaldshåndtering og -udnyttelse, vandforsyning og plastikophobning i havene og andre miljøproblemer påkalder sig heldigvis stigende fokus i mange lande.
5881	Så vi har et fælles ansvar for at passe på vores sparsomme ressourcer, og vi skal bruge ressourcerne smartere i fremtiden.
5882	Det var også de tanker, der lå bag den vision om et Danmark uden affald, som vi på forskellig vis arbejdede for, da vi havde regeringsansvaret i den tidligere valgperiode.
5883	Visionen var at reducere spild og undgå, at værdifulde ressourcer endte deres dage som affald, både i hjemmene og fra virksomhederne.
5884	Det skete bl.a. med den meget omfattende ressourcestrategi, som regeringen udarbejdede og formulerede på det tidspunkt.
5885	For ikke nok med, at det er godt for miljøet, hvis vi smider mindre ud.
5886	Der er jo også penge at spare, hvis vi kan forebygge, at affaldet opstår i første omgang, bl.a. ved at produkter i udgangspunktet designes snedigere og med færre ressourcer.
5887	Produkter, der er designet sådan, kan holde længere og er også lettere at reparere og vedligeholde.
5888	Når produkterne så har aftjent deres værnepligt, skal vi tænke i, hvordan vi kan genanvende materialerne i nye produkter.
5889	Så det forslag, vi behandler her, synes jeg jo ligger i forlængelse af de tanker, vi havde i den tidligere regering, i forbindelse med ressourcestrategien.
5890	Som det er fremgået, har vi sympati for formålet med forslaget om at mindske forbruget af ressourcer.
5891	Men vi mener bare ikke, at den bedste vej går via vores momssystem eller ved at opfinde nye skattefradrag.
5892	Det er en stor styrke ved det danske momssystem, at det er enkelt.
5893	Skatteministeren var inde på nogle af argumenterne før.
5894	Vi har meget få undtagelser og ingen differentieringer af satsen.
5895	Vi har heller ikke som parti disponeret 200 mio. kr. af det økonomiske råderum til at lave en form for skattelettelse som den her i vores økonomiske politik.
5896	Men man kan nævne, at som følge af bl.a. skattereformen fra 2012 bliver skatten på arbejde og jo dermed også på at reparere ting løbende lavere og bliver det også i de kommende år.
5897	Vi skal endnu længere med de ting, som på nogle punkter jo er godt i gænge allerede.
5898	På EU-plan nævner forslagsstillerne jo selv i bemærkningerne til forslaget at der er vedtaget et ecodesigndirektiv i 2015, som igangsætter initiativer på området.
5899	Endelig synes jeg også, der er behov for en kultur- og adfærdsændring.
5900	Så som det fremgår, er vi enige med Alternativet i, at vi vil passe bedre på miljø, natur og ressourcer.
5901	Men vi kan ikke støtte de specifikke forslag til det, som Alternativet har foreslået her.
5902	Tak til ordføreren.
5903	Der er et enkelt spørgsmål fra hr. René Gade, Alternativet.
5904	Der er nemlig et enkelt spørgsmål, for jeg vil gerne sige mange tak for ordførertalen.
5905	Vi kender ikke rigtig resultaterne af det endnu, for det er først sket her i januar.
5906	Men der går lige et stykke tid, før vi kan komme derhen.
5907	Ordføreren.
5908	Økonomiske incitamenter er vigtige og virker, og det er vel også derfor, at vi på så mange andre punkter jo har afgifter på forskellige miljø- og naturbelastende forbrug eller indehold.
5909	Det vil vi vel blive ved med at have præcis ud fra en tankegang om at begrænse forbruget af dem.
5910	Så jeg synes egentlig, at vi allerede som samfund gør det, som hr. René Gade efterlyser i sit indlæg.
5911	Spørgeren.
5912	Det, jeg hentyder til, er måske hos den enkelte forbruger.
5913	Så kan man være uenig om, hvad det rigtige er.
5914	Men i hvert fald lige her i de to ordførertaler, der blev holdt fra de respekt partiers side, er vi meget enige om slutmålet.
5915	Ordføreren.
5916	Som jeg prøvede at sige, er der jo i dag en række afgifter på nogle af de ting, som belaster vores natur og miljø, eller som giver et træk på ressourcerne.
5917	Og der kan opstå andre ting, hvor der er behov for at gøre det.
5918	Der bliver for eksempel talt om, at det skal påvirke den enkelte forbruger, og der er der jo punktafgifter på en række ting, hvilket også giver sig udslag i den pris, som vi som forbrugere møder.
5919	Det er præcis ud fra en tankegang om, at der her er et forbrug, vi gerne vil begrænse, og et provenu til staten, som vi kan skabe på samme tid.
5920	Med det siger vi tak til ordføreren.
5921	Den næste i rækken er hr. Dennis Flydtkjær, Dansk Folkeparti.
5922	Værsgo.
5923	For ud over det, som allerede er nævnt, giver det jo også en række udfordringer.
5924	Men det handler også i høj grad om, hvor meget af sin cykel man kan skifte ud, før det ikke længere er en småreparation.
5925	Og det er måske ikke det, som er hensigten med det her.
5926	Og jeg anerkender, at det skriver man sådan set også i beslutningsforslaget, altså at der kan være nogle uhensigtsmæssigheder ved det her.
5927	Men fra DF's side synes vi i hvert fald ikke, at den rigtige skrue at skrue på er en momssats.
5928	Det er sådan set positivt, at vi har en enhedsmoms i Danmark, altså at det er den samme momssats, vi har på stort set alt.
5929	Den anden del af forslaget er jo så det med et fradrag – man vil bruge en anden skatteskrue på arbejdsløn i forhold til reparationer af nogle produkter efter forbillede fra den svenske RUT-ordning.
5930	Jeg vil sige, at jeg overordnet set faktisk synes, den svenske RUT-ordning er rigtig spændende.
5931	Vi har jo også sammen med bl.a.
5932	Så det er ikke helt så simpelt, at man bare siger, at man reparerer de gamle ting.
5933	Det er ikke sikkert, det er det bedste for miljøet.
5934	Der er jo simpelt hen så utrolig mange genbrugsbutikker rundtomkring i landet.
5935	På Facebook handler folk jo også i stor stil med gamle varer.
5936	Det har vi i hvert fald selv gjort meget i min familie og fundet rigtig meget billigt tøj på den måde, som stort set ser ubrugt ud.
5937	Så på den måde er det jo noget, der faktisk allerede fungerer supergodt derude i forvejen.
5938	Man har jo allerede for en del år siden for eksempel sat en standard for, hvilke metaller der må være i en printplade f.eks., som gør, at man så ikke forurener så meget.
5939	Det kræver i høj grad internationalt samarbejde, måske på EU-plan, og også gerne mellem nogle producenter – foreninger, som går sammen om at lave nogle standarder.
5940	Og der kunne standarder være en del af det.
5941	Så vi kan desværre ikke støtte forslaget, for vi synes ikke, at momsskruen er det rigtige redskab.
5942	Og som jeg også sagde, blomstrer det jo sådan set derude i dag i forhold til genbrugsbutikker og markeder og også på Facebook, og hvor folk nu ellers handler med deres ting.
5943	Med det siger vi tak til ordføreren.
5944	Vi går videre i rækken, og den næste er fru Louise Schack Elholm fra partiet Venstre.
5945	Værsgo.
5946	Tak for det, og tak til forslagsstillerne for at fremsætte forslaget.
5947	Jeg forstår fuldt ud intentionen med forslaget.
5948	Man kan nogle gange synes, at det virker, som om folk forbruger og forbruger, og at man glemmer at reparere, hvad det er, man bruger.
5949	Men jeg har nu også en oplevelse af, at det i højere og højere grad blomstrer op med genbrugsbutikker, skomagere og deslige, og det håber jeg vil fortsætte.
5950	Vi støtter sådan set den enhedsmoms, vi har i Danmark, altså at vi fortsætter med at have en enhedsmoms på 25 pct.
5951	For det er meget svært at håndtere det, hvis man begynder at lave om på, at man har en enhedsmoms, og så skal man have alverdens særregler, og det her store administrative omkostninger.
